cost_id,usage_id,job_id,asset_id,cost_date,cost_category,amount_cents,gst_input_cents,tax_code,bas_g11_cents,bas_1b_cents,supplier_name,withholding_cents
COST002104,USE00976,JOB0029,GR001,2026-04-02,E-tag,10049,1005,GST,10049,1005,Linkt,0
COST002105,USE00937,JOB0029,LD002,2026-04-02,Fuel,55281,5528,GST,55281,5528,Viva Energy,0
COST002106,USE00937,JOB0029,LD002,2026-04-02,Labour,58826,0,N-T,0,0,Grounded Fleet Payroll,0
COST002107,USE00937,JOB0029,LD002,2026-04-02,Transport/float,56968,5697,GST,56968,5697,VIC Tilt Tray,0
COST002108,USE00155,JOB0006,CP001,2026-04-03,Fuel,62735,6274,GST,62735,6274,Viva Energy,0
COST002109,USE00155,JOB0006,CP001,2026-04-03,Labour,47720,0,N-T,0,0,Grounded Fleet Payroll,0
COST002110,USE00155,JOB0006,CP001,2026-04-03,Transport/float,63871,6387,GST,63871,6387,Grounded Float,0
COST002111,USE00143,JOB0006,EX001,2026-04-03,Fuel,18825,1882,GST,18825,1882,Ampol,0
COST002112,USE00143,JOB0006,EX001,2026-04-03,Labour,46738,0,N-T,0,0,Grounded Fleet Payroll,0
COST002113,USE00143,JOB0006,EX001,2026-04-03,Transport/float,107301,10730,GST,107301,10730,Metro Heavy Haulage,0
COST002114,USE00161,JOB0006,GR001,2026-04-03,Fuel,60796,6080,GST,60796,6080,Ampol,0
COST002115,USE00161,JOB0006,GR001,2026-04-03,Labour,46461,0,N-T,0,0,Grounded Fleet Payroll,0
COST002116,USE00161,JOB0006,GR001,2026-04-03,E-tag,5430,543,GST,5430,543,Linkt,0
COST002117,USE00149,JOB0006,LD002,2026-04-03,Fuel,26445,2644,GST,26445,2644,Ampol,0
COST002118,USE00149,JOB0006,LD002,2026-04-03,Labour,64848,0,N-T,0,0,Grounded Fleet Payroll,0
COST002119,USE00149,JOB0006,LD002,2026-04-03,Maintenance,74663,7466,GST,74663,7466,Komatsu Service,0
COST002120,USE00283,JOB0009,BC001,2026-04-03,Fuel,35062,3506,GST,35062,3506,Caltex,0
COST002121,USE00283,JOB0009,BC001,2026-04-03,Labour,42797,0,N-T,0,0,Grounded Fleet Payroll,0
COST002122,USE00283,JOB0009,BC001,2026-04-03,Maintenance,73410,7341,GST,73410,7341,Local Diesel Repairs,0
COST002123,USE00283,JOB0009,BC001,2026-04-03,Transport/float,68777,6878,GST,68777,6878,Metro Heavy Haulage,0
COST002124,USE00255,JOB0009,CP001,2026-04-03,Fuel,43011,4301,GST,43011,4301,Viva Energy,0
COST002125,USE00255,JOB0009,CP001,2026-04-03,Labour,48746,0,N-T,0,0,Grounded Fleet Payroll,0
COST002126,USE00255,JOB0009,CP001,2026-04-03,Maintenance,49365,4936,GST,49365,4936,Komatsu Service,0
COST002127,USE00255,JOB0009,CP001,2026-04-03,Transport/float,63547,6355,GST,63547,6355,VIC Tilt Tray,0
COST002128,USE00269,JOB0009,GR001,2026-04-03,Fuel,36997,3700,GST,36997,3700,Viva Energy,0
COST002129,USE00269,JOB0009,GR001,2026-04-03,Labour,52112,0,N-T,0,0,Grounded Fleet Payroll,0
COST002130,USE00269,JOB0009,GR001,2026-04-03,Maintenance,70498,7050,GST,70498,7050,Local Diesel Repairs,0
COST002131,USE00269,JOB0009,GR001,2026-04-03,Transport/float,104727,10473,GST,104727,10473,Metro Heavy Haulage,0
COST002132,USE00297,JOB0009,LD001,2026-04-03,Fuel,44391,4439,GST,44391,4439,Ampol,0
COST002133,USE00297,JOB0009,LD001,2026-04-03,Labour,40988,0,N-T,0,0,Grounded Fleet Payroll,0
COST002134,USE00297,JOB0009,LD001,2026-04-03,E-tag,8558,856,GST,8558,856,Linkt,0
COST002135,USE00311,JOB0009,LD002,2026-04-03,Fuel,23825,2382,GST,23825,2382,BP Australia,0
COST002136,USE00311,JOB0009,LD002,2026-04-03,Labour,52300,0,N-T,0,0,Grounded Fleet Payroll,0
COST002137,USE00311,JOB0009,LD002,2026-04-03,Maintenance,57782,5778,GST,57782,5778,Local Diesel Repairs,0
COST002138,USE00311,JOB0009,LD002,2026-04-03,Transport/float,76065,7606,GST,76065,7606,Metro Heavy Haulage,0
COST002139,USE00311,JOB0009,LD002,2026-04-03,E-tag,11159,1116,GST,11159,1116,Linkt,0
COST002140,USE00498,JOB0015,BC001,2026-04-03,Fuel,41959,4196,GST,41959,4196,Viva Energy,0
COST002141,USE00498,JOB0015,BC001,2026-04-03,Labour,44361,0,N-T,0,0,Grounded Fleet Payroll,0
COST002142,USE00498,JOB0015,BC001,2026-04-03,Transport/float,71259,7126,GST,71259,7126,Metro Heavy Haulage,0
COST002143,USE00490,JOB0015,EX002,2026-04-03,Fuel,28650,2865,GST,28650,2865,BP Australia,0
COST002144,USE00490,JOB0015,EX002,2026-04-03,Labour,44110,0,N-T,0,0,Grounded Fleet Payroll,0
COST002145,USE00490,JOB0015,EX002,2026-04-03,Transport/float,51299,5130,GST,51299,5130,Metro Heavy Haulage,0
COST002146,USE00482,JOB0015,EX004,2026-04-03,Fuel,32290,3229,GST,32290,3229,Ampol,0
COST002147,USE00482,JOB0015,EX004,2026-04-03,Labour,45706,0,N-T,0,0,Grounded Fleet Payroll,0
COST002148,USE00482,JOB0015,EX004,2026-04-03,Maintenance,56141,5614,GST,56141,5614,WesTrac,0
COST002149,USE00482,JOB0015,EX004,2026-04-03,Transport/float,115993,11599,GST,115993,11599,Metro Heavy Haulage,0
COST002150,USE00853,JOB0027,CP001,2026-04-03,Fuel,52902,5290,GST,52902,5290,Ampol,0
COST002151,USE00853,JOB0027,CP001,2026-04-03,Labour,49592,0,N-T,0,0,Grounded Fleet Payroll,0
COST002152,USE00853,JOB0027,CP001,2026-04-03,Transport/float,106717,10672,GST,106717,10672,Grounded Float,0
COST002153,USE00853,JOB0027,CP001,2026-04-03,E-tag,2768,277,GST,2768,277,Linkt,0
COST002154,USE00867,JOB0027,DZ001,2026-04-03,Fuel,68553,6855,GST,68553,6855,Ampol,0
COST002155,USE00867,JOB0027,DZ001,2026-04-03,Labour,41380,0,N-T,0,0,Grounded Fleet Payroll,0
COST002156,USE00867,JOB0027,DZ001,2026-04-03,Maintenance,42968,4297,GST,42968,4297,Local Diesel Repairs,0
COST002157,USE00867,JOB0027,DZ001,2026-04-03,Transport/float,102988,10299,GST,102988,10299,Grounded Float,0
COST002158,USE00895,JOB0027,EX004,2026-04-03,Fuel,46319,4632,GST,46319,4632,BP Australia,0
COST002159,USE00895,JOB0027,EX004,2026-04-03,Labour,53949,0,N-T,0,0,Grounded Fleet Payroll,0
COST002160,USE00895,JOB0027,EX004,2026-04-03,Transport/float,116253,11625,GST,116253,11625,VIC Tilt Tray,0
COST002161,USE00881,JOB0027,EX005,2026-04-03,Fuel,60062,6006,GST,60062,6006,Viva Energy,0
COST002162,USE00881,JOB0027,EX005,2026-04-03,Labour,50840,0,N-T,0,0,Grounded Fleet Payroll,0
COST002163,USE00921,JOB0028,DZ001,2026-04-03,Fuel,72390,7239,GST,72390,7239,Viva Energy,0
COST002164,USE00921,JOB0028,DZ001,2026-04-03,Labour,51623,0,N-T,0,0,Grounded Fleet Payroll,0
COST002165,USE00921,JOB0028,DZ001,2026-04-03,Transport/float,94690,9469,GST,94690,9469,Grounded Float,0
COST002166,USE00900,JOB0028,EX001,2026-04-03,Fuel,42583,4258,GST,42583,4258,BP Australia,0
COST002167,USE00900,JOB0028,EX001,2026-04-03,Labour,51053,0,N-T,0,0,Grounded Fleet Payroll,0
COST002168,USE00900,JOB0028,EX001,2026-04-03,Maintenance,71603,7160,GST,71603,7160,Komatsu Service,0
COST002169,USE00900,JOB0028,EX001,2026-04-03,Transport/float,41196,4120,GST,41196,4120,Grounded Float,0
COST002170,USE00900,JOB0028,EX001,2026-04-03,E-tag,10843,1084,GST,10843,1084,Linkt,0
COST002171,USE00907,JOB0028,EX002,2026-04-03,Fuel,35429,3543,GST,35429,3543,Caltex,0
COST002172,USE00907,JOB0028,EX002,2026-04-03,Labour,62327,0,N-T,0,0,Grounded Fleet Payroll,0
COST002173,USE00907,JOB0028,EX002,2026-04-03,Transport/float,110158,11016,GST,110158,11016,VIC Tilt Tray,0
COST002174,USE00914,JOB0028,EX004,2026-04-03,Fuel,38402,3840,GST,38402,3840,Viva Energy,0
COST002175,USE00914,JOB0028,EX004,2026-04-03,Labour,59675,0,N-T,0,0,Grounded Fleet Payroll,0
COST002176,USE00914,JOB0028,EX004,2026-04-03,Transport/float,83816,8382,GST,83816,8382,Metro Heavy Haulage,0
COST002177,USE00951,JOB0029,DZ001,2026-04-03,Fuel,27367,2737,GST,27367,2737,Caltex,0
COST002178,USE00951,JOB0029,DZ001,2026-04-03,Labour,55542,0,N-T,0,0,Grounded Fleet Payroll,0
COST002179,USE00951,JOB0029,DZ001,2026-04-03,Maintenance,76094,7609,GST,76094,7609,Local Diesel Repairs,0
COST002180,USE00951,JOB0029,DZ001,2026-04-03,Transport/float,57302,5730,GST,57302,5730,Grounded Float,0
COST002181,USE00964,JOB0029,EX003,2026-04-03,Fuel,24088,2409,GST,24088,2409,Viva Energy,0
COST002182,USE00964,JOB0029,EX003,2026-04-03,Labour,47392,0,N-T,0,0,Grounded Fleet Payroll,0
COST002183,USE00990,JOB0029,EX004,2026-04-03,Fuel,31920,3192,GST,31920,3192,Ampol,0
COST002184,USE00990,JOB0029,EX004,2026-04-03,Labour,40741,0,N-T,0,0,Grounded Fleet Payroll,0
COST002185,USE00990,JOB0029,EX004,2026-04-03,Transport/float,71672,7167,GST,71672,7167,Metro Heavy Haulage,0
COST002186,USE00977,JOB0029,GR001,2026-04-03,Fuel,53430,5343,GST,53430,5343,Ampol,0
COST002187,USE00977,JOB0029,GR001,2026-04-03,Labour,48139,0,N-T,0,0,Grounded Fleet Payroll,0
COST002188,USE00977,JOB0029,GR001,2026-04-03,Transport/float,42760,4276,GST,42760,4276,Grounded Float,0
COST002189,USE00938,JOB0029,LD002,2026-04-03,Fuel,24792,2479,GST,24792,2479,Viva Energy,0
COST002190,USE00938,JOB0029,LD002,2026-04-03,Labour,48583,0,N-T,0,0,Grounded Fleet Payroll,0
COST002191,USE00938,JOB0029,LD002,2026-04-03,Transport/float,47995,4800,GST,47995,4800,Grounded Float,0
COST002192,USE00156,JOB0006,CP001,2026-04-04,Fuel,44033,4403,GST,44033,4403,Viva Energy,0
COST002193,USE00156,JOB0006,CP001,2026-04-04,Labour,61421,0,N-T,0,0,Grounded Fleet Payroll,0
COST002194,USE00156,JOB0006,CP001,2026-04-04,Transport/float,45052,4505,GST,45052,4505,VIC Tilt Tray,0
COST002195,USE00156,JOB0006,CP001,2026-04-04,E-tag,6018,602,GST,6018,602,Linkt,0
COST002196,USE00144,JOB0006,EX001,2026-04-04,Fuel,42511,4251,GST,42511,4251,BP Australia,0
COST002197,USE00144,JOB0006,EX001,2026-04-04,Labour,49769,0,N-T,0,0,Grounded Fleet Payroll,0
COST002198,USE00144,JOB0006,EX001,2026-04-04,Transport/float,57209,5721,GST,57209,5721,Grounded Float,0
COST002199,USE00162,JOB0006,GR001,2026-04-04,Fuel,55314,5531,GST,55314,5531,Caltex,0
COST002200,USE00162,JOB0006,GR001,2026-04-04,Labour,46812,0,N-T,0,0,Grounded Fleet Payroll,0
COST002201,USE00150,JOB0006,LD002,2026-04-04,Fuel,38442,3844,GST,38442,3844,BP Australia,0
COST002202,USE00150,JOB0006,LD002,2026-04-04,Labour,53508,0,N-T,0,0,Grounded Fleet Payroll,0
COST002203,USE00150,JOB0006,LD002,2026-04-04,Maintenance,53375,5338,GST,53375,5338,WesTrac,0
COST002204,USE00150,JOB0006,LD002,2026-04-04,E-tag,6242,624,GST,6242,624,Linkt,0
COST002205,USE00284,JOB0009,BC001,2026-04-04,Fuel,42244,4224,GST,42244,4224,Viva Energy,0
COST002206,USE00284,JOB0009,BC001,2026-04-04,Labour,60848,0,N-T,0,0,Grounded Fleet Payroll,0
COST002207,USE00284,JOB0009,BC001,2026-04-04,Maintenance,83201,8320,GST,83201,8320,WesTrac,0
COST002208,USE00284,JOB0009,BC001,2026-04-04,Transport/float,91387,9139,GST,91387,9139,Metro Heavy Haulage,0
COST002209,USE00256,JOB0009,CP001,2026-04-04,Fuel,58521,5852,GST,58521,5852,Caltex,0
COST002210,USE00256,JOB0009,CP001,2026-04-04,Labour,48940,0,N-T,0,0,Grounded Fleet Payroll,0
COST002211,USE00256,JOB0009,CP001,2026-04-04,Maintenance,84394,8439,GST,84394,8439,WesTrac,0
COST002212,USE00256,JOB0009,CP001,2026-04-04,Transport/float,52510,5251,GST,52510,5251,Grounded Float,0
COST002213,USE00270,JOB0009,GR001,2026-04-04,Fuel,20863,2086,GST,20863,2086,Ampol,0
COST002214,USE00270,JOB0009,GR001,2026-04-04,Labour,50833,0,N-T,0,0,Grounded Fleet Payroll,0
COST002215,USE00270,JOB0009,GR001,2026-04-04,Maintenance,86979,8698,GST,86979,8698,Komatsu Service,0
COST002216,USE00270,JOB0009,GR001,2026-04-04,Transport/float,117985,11798,GST,117985,11798,Metro Heavy Haulage,0
COST002217,USE00298,JOB0009,LD001,2026-04-04,Fuel,37815,3782,GST,37815,3782,Ampol,0
COST002218,USE00298,JOB0009,LD001,2026-04-04,Labour,63715,0,N-T,0,0,Grounded Fleet Payroll,0
COST002219,USE00312,JOB0009,LD002,2026-04-04,Fuel,40343,4034,GST,40343,4034,Caltex,0
COST002220,USE00312,JOB0009,LD002,2026-04-04,Labour,46188,0,N-T,0,0,Grounded Fleet Payroll,0
COST002221,USE00312,JOB0009,LD002,2026-04-04,Transport/float,53426,5343,GST,53426,5343,Grounded Float,0
COST002222,USE00854,JOB0027,CP001,2026-04-04,Fuel,47639,4764,GST,47639,4764,Caltex,0
COST002223,USE00854,JOB0027,CP001,2026-04-04,Labour,63929,0,N-T,0,0,Grounded Fleet Payroll,0
COST002224,USE00854,JOB0027,CP001,2026-04-04,Transport/float,58087,5809,GST,58087,5809,Metro Heavy Haulage,0
COST002225,USE00868,JOB0027,DZ001,2026-04-04,Fuel,65902,6590,GST,65902,6590,BP Australia,0
COST002226,USE00868,JOB0027,DZ001,2026-04-04,Labour,44111,0,N-T,0,0,Grounded Fleet Payroll,0
COST002227,USE00868,JOB0027,DZ001,2026-04-04,Transport/float,103991,10399,GST,103991,10399,Metro Heavy Haulage,0
COST002228,USE00896,JOB0027,EX004,2026-04-04,Fuel,56167,5617,GST,56167,5617,Caltex,0
COST002229,USE00896,JOB0027,EX004,2026-04-04,Labour,53614,0,N-T,0,0,Grounded Fleet Payroll,0
COST002230,USE00896,JOB0027,EX004,2026-04-04,Maintenance,82289,8229,GST,82289,8229,WesTrac,0
COST002231,USE00896,JOB0027,EX004,2026-04-04,Transport/float,90958,9096,GST,90958,9096,Grounded Float,0
COST002232,USE00896,JOB0027,EX004,2026-04-04,E-tag,8470,847,GST,8470,847,Linkt,0
COST002233,USE00882,JOB0027,EX005,2026-04-04,Fuel,38855,3886,GST,38855,3886,Viva Energy,0
COST002234,USE00882,JOB0027,EX005,2026-04-04,Labour,53626,0,N-T,0,0,Grounded Fleet Payroll,0
COST002235,USE00922,JOB0028,DZ001,2026-04-04,Fuel,47683,4768,GST,47683,4768,BP Australia,0
COST002236,USE00922,JOB0028,DZ001,2026-04-04,Labour,60155,0,N-T,0,0,Grounded Fleet Payroll,0
COST002237,USE00922,JOB0028,DZ001,2026-04-04,Maintenance,89596,8960,GST,89596,8960,Local Diesel Repairs,0
COST002238,USE00922,JOB0028,DZ001,2026-04-04,Transport/float,46736,4674,GST,46736,4674,Grounded Float,0
COST002239,USE00901,JOB0028,EX001,2026-04-04,Fuel,32949,3295,GST,32949,3295,Viva Energy,0
COST002240,USE00901,JOB0028,EX001,2026-04-04,Labour,38588,0,N-T,0,0,Grounded Fleet Payroll,0
COST002241,USE00901,JOB0028,EX001,2026-04-04,Transport/float,116753,11675,GST,116753,11675,Grounded Float,0
COST002242,USE00901,JOB0028,EX001,2026-04-04,E-tag,2278,228,GST,2278,228,Linkt,0
COST002243,USE00908,JOB0028,EX002,2026-04-04,Fuel,31356,3136,GST,31356,3136,Viva Energy,0
COST002244,USE00908,JOB0028,EX002,2026-04-04,Labour,45160,0,N-T,0,0,Grounded Fleet Payroll,0
COST002245,USE00915,JOB0028,EX004,2026-04-04,Fuel,37640,3764,GST,37640,3764,Viva Energy,0
COST002246,USE00915,JOB0028,EX004,2026-04-04,Labour,47493,0,N-T,0,0,Grounded Fleet Payroll,0
COST002247,USE00915,JOB0028,EX004,2026-04-04,Maintenance,20719,2072,GST,20719,2072,Local Diesel Repairs,0
COST002248,USE00915,JOB0028,EX004,2026-04-04,Transport/float,109923,10992,GST,109923,10992,Metro Heavy Haulage,0
COST002249,USE00952,JOB0029,DZ001,2026-04-04,Fuel,18065,1806,GST,18065,1806,Ampol,0
COST002250,USE00952,JOB0029,DZ001,2026-04-04,Labour,61210,0,N-T,0,0,Grounded Fleet Payroll,0
COST002251,USE00952,JOB0029,DZ001,2026-04-04,Transport/float,76456,7646,GST,76456,7646,Metro Heavy Haulage,0
COST002252,USE00965,JOB0029,EX003,2026-04-04,Fuel,19004,1900,GST,19004,1900,Ampol,0
COST002253,USE00965,JOB0029,EX003,2026-04-04,Labour,55615,0,N-T,0,0,Grounded Fleet Payroll,0
COST002254,USE00991,JOB0029,EX004,2026-04-04,Fuel,53019,5302,GST,53019,5302,Caltex,0
COST002255,USE00991,JOB0029,EX004,2026-04-04,Labour,52051,0,N-T,0,0,Grounded Fleet Payroll,0
COST002256,USE00991,JOB0029,EX004,2026-04-04,Transport/float,79573,7957,GST,79573,7957,Metro Heavy Haulage,0
COST002257,USE00978,JOB0029,GR001,2026-04-04,Fuel,42036,4204,GST,42036,4204,Viva Energy,0
COST002258,USE00978,JOB0029,GR001,2026-04-04,Labour,40619,0,N-T,0,0,Grounded Fleet Payroll,0
COST002259,USE00978,JOB0029,GR001,2026-04-04,Transport/float,40218,4022,GST,40218,4022,Grounded Float,0
COST002260,USE00939,JOB0029,LD002,2026-04-04,Fuel,51392,5139,GST,51392,5139,Viva Energy,0
COST002261,USE00939,JOB0029,LD002,2026-04-04,Labour,43506,0,N-T,0,0,Grounded Fleet Payroll,0
COST002262,USE00939,JOB0029,LD002,2026-04-04,Transport/float,95994,9599,GST,95994,9599,VIC Tilt Tray,0
COST002263,USE00157,JOB0006,CP001,2026-04-06,Fuel,62994,6299,GST,62994,6299,BP Australia,0
COST002264,USE00157,JOB0006,CP001,2026-04-06,Labour,62625,0,N-T,0,0,Grounded Fleet Payroll,0
COST002265,USE00157,JOB0006,CP001,2026-04-06,Transport/float,61542,6154,GST,61542,6154,Grounded Float,0
COST002266,USE00145,JOB0006,EX001,2026-04-06,Fuel,36354,3635,GST,36354,3635,BP Australia,0
COST002267,USE00145,JOB0006,EX001,2026-04-06,Labour,51358,0,N-T,0,0,Grounded Fleet Payroll,0
COST002268,USE00145,JOB0006,EX001,2026-04-06,Transport/float,44169,4417,GST,44169,4417,Grounded Float,0
COST002269,USE00163,JOB0006,GR001,2026-04-06,Fuel,45424,4542,GST,45424,4542,Ampol,0
COST002270,USE00163,JOB0006,GR001,2026-04-06,Labour,51570,0,N-T,0,0,Grounded Fleet Payroll,0
COST002271,USE00151,JOB0006,LD002,2026-04-06,Fuel,40082,4008,GST,40082,4008,BP Australia,0
COST002272,USE00151,JOB0006,LD002,2026-04-06,Labour,38406,0,N-T,0,0,Grounded Fleet Payroll,0
COST002273,USE00285,JOB0009,BC001,2026-04-06,Fuel,31135,3114,GST,31135,3114,Ampol,0
COST002274,USE00285,JOB0009,BC001,2026-04-06,Labour,56476,0,N-T,0,0,Grounded Fleet Payroll,0
COST002275,USE00285,JOB0009,BC001,2026-04-06,Maintenance,68288,6829,GST,68288,6829,Local Diesel Repairs,0
COST002276,USE00257,JOB0009,CP001,2026-04-06,Fuel,45466,4547,GST,45466,4547,Caltex,0
COST002277,USE00257,JOB0009,CP001,2026-04-06,Labour,46861,0,N-T,0,0,Grounded Fleet Payroll,0
COST002278,USE00257,JOB0009,CP001,2026-04-06,Transport/float,108020,10802,GST,108020,10802,VIC Tilt Tray,0
COST002279,USE00271,JOB0009,GR001,2026-04-06,Fuel,61324,6132,GST,61324,6132,Ampol,0
COST002280,USE00271,JOB0009,GR001,2026-04-06,Labour,48181,0,N-T,0,0,Grounded Fleet Payroll,0
COST002281,USE00271,JOB0009,GR001,2026-04-06,Transport/float,117974,11797,GST,117974,11797,Grounded Float,0
COST002282,USE00299,JOB0009,LD001,2026-04-06,Fuel,37517,3752,GST,37517,3752,Viva Energy,0
COST002283,USE00299,JOB0009,LD001,2026-04-06,Labour,41487,0,N-T,0,0,Grounded Fleet Payroll,0
COST002284,USE00299,JOB0009,LD001,2026-04-06,Maintenance,40058,4006,GST,40058,4006,Komatsu Service,0
COST002285,USE00313,JOB0009,LD002,2026-04-06,Fuel,56736,5674,GST,56736,5674,Ampol,0
COST002286,USE00313,JOB0009,LD002,2026-04-06,Labour,60920,0,N-T,0,0,Grounded Fleet Payroll,0
COST002287,USE00313,JOB0009,LD002,2026-04-06,Transport/float,74534,7453,GST,74534,7453,Metro Heavy Haulage,0
COST002288,USE00503,JOB0016,CP001,2026-04-06,Fuel,44775,4478,GST,44775,4478,Viva Energy,0
COST002289,USE00503,JOB0016,CP001,2026-04-06,Labour,51200,0,N-T,0,0,Grounded Fleet Payroll,0
COST002290,USE00503,JOB0016,CP001,2026-04-06,Transport/float,102673,10267,GST,102673,10267,VIC Tilt Tray,0
COST002291,USE00499,JOB0016,EX001,2026-04-06,Fuel,30983,3098,GST,30983,3098,Ampol,0
COST002292,USE00499,JOB0016,EX001,2026-04-06,Labour,49451,0,N-T,0,0,Grounded Fleet Payroll,0
COST002293,USE00499,JOB0016,EX001,2026-04-06,Transport/float,93933,9393,GST,93933,9393,VIC Tilt Tray,0
COST002294,USE00501,JOB0016,EX005,2026-04-06,Fuel,38378,3838,GST,38378,3838,BP Australia,0
COST002295,USE00501,JOB0016,EX005,2026-04-06,Labour,52088,0,N-T,0,0,Grounded Fleet Payroll,0
COST002296,USE00501,JOB0016,EX005,2026-04-06,Transport/float,91389,9139,GST,91389,9139,Metro Heavy Haulage,0
COST002297,USE00587,JOB0018,CP001,2026-04-06,Fuel,68296,6830,GST,68296,6830,Ampol,0
COST002298,USE00587,JOB0018,CP001,2026-04-06,Labour,56619,0,N-T,0,0,Grounded Fleet Payroll,0
COST002299,USE00587,JOB0018,CP001,2026-04-06,Transport/float,49312,4931,GST,49312,4931,Metro Heavy Haulage,0
COST002300,USE00575,JOB0018,DT001,2026-04-06,Fuel,27550,2755,GST,27550,2755,Viva Energy,0
COST002301,USE00575,JOB0018,DT001,2026-04-06,Labour,48070,0,N-T,0,0,Grounded Fleet Payroll,0
COST002302,USE00575,JOB0018,DT001,2026-04-06,Transport/float,116176,11618,GST,116176,11618,Metro Heavy Haulage,0
COST002303,USE00623,JOB0018,EX001,2026-04-06,Fuel,31670,3167,GST,31670,3167,Viva Energy,0
COST002304,USE00623,JOB0018,EX001,2026-04-06,Labour,63151,0,N-T,0,0,Grounded Fleet Payroll,0
COST002305,USE00623,JOB0018,EX001,2026-04-06,Maintenance,54466,5447,GST,54466,5447,Local Diesel Repairs,0
COST002306,USE00623,JOB0018,EX001,2026-04-06,Transport/float,105685,10568,GST,105685,10568,Grounded Float,0
COST002307,USE00599,JOB0018,EX002,2026-04-06,Fuel,39856,3986,GST,39856,3986,Viva Energy,0
COST002308,USE00599,JOB0018,EX002,2026-04-06,Labour,57693,0,N-T,0,0,Grounded Fleet Payroll,0
COST002309,USE00599,JOB0018,EX002,2026-04-06,Transport/float,60855,6086,GST,60855,6086,Metro Heavy Haulage,0
COST002310,USE00599,JOB0018,EX002,2026-04-06,E-tag,3042,304,GST,3042,304,Linkt,0
COST002311,USE00611,JOB0018,LD002,2026-04-06,Fuel,58225,5822,GST,58225,5822,Caltex,0
COST002312,USE00611,JOB0018,LD002,2026-04-06,Labour,51848,0,N-T,0,0,Grounded Fleet Payroll,0
COST002313,USE00611,JOB0018,LD002,2026-04-06,Transport/float,46823,4682,GST,46823,4682,VIC Tilt Tray,0
COST002314,USE00855,JOB0027,CP001,2026-04-06,Fuel,62453,6245,GST,62453,6245,Ampol,0
COST002315,USE00855,JOB0027,CP001,2026-04-06,Labour,51528,0,N-T,0,0,Grounded Fleet Payroll,0
COST002316,USE00855,JOB0027,CP001,2026-04-06,Transport/float,85166,8517,GST,85166,8517,VIC Tilt Tray,0
COST002317,USE00869,JOB0027,DZ001,2026-04-06,Fuel,71045,7104,GST,71045,7104,BP Australia,0
COST002318,USE00869,JOB0027,DZ001,2026-04-06,Labour,44720,0,N-T,0,0,Grounded Fleet Payroll,0
COST002319,USE00869,JOB0027,DZ001,2026-04-06,Transport/float,74113,7411,GST,74113,7411,VIC Tilt Tray,0
COST002320,USE00869,JOB0027,DZ001,2026-04-06,E-tag,8692,869,GST,8692,869,Linkt,0
COST002321,USE00897,JOB0027,EX004,2026-04-06,Fuel,35387,3539,GST,35387,3539,Viva Energy,0
COST002322,USE00897,JOB0027,EX004,2026-04-06,Labour,48469,0,N-T,0,0,Grounded Fleet Payroll,0
COST002323,USE00897,JOB0027,EX004,2026-04-06,Maintenance,48933,4893,GST,48933,4893,WesTrac,0
COST002324,USE00897,JOB0027,EX004,2026-04-06,Transport/float,111731,11173,GST,111731,11173,Metro Heavy Haulage,0
COST002325,USE00883,JOB0027,EX005,2026-04-06,Fuel,30282,3028,GST,30282,3028,Viva Energy,0
COST002326,USE00883,JOB0027,EX005,2026-04-06,Labour,44933,0,N-T,0,0,Grounded Fleet Payroll,0
COST002327,USE00883,JOB0027,EX005,2026-04-06,Maintenance,23065,2306,GST,23065,2306,Local Diesel Repairs,0
COST002328,USE00883,JOB0027,EX005,2026-04-06,Transport/float,103300,10330,GST,103300,10330,Metro Heavy Haulage,0
COST002329,USE00923,JOB0028,DZ001,2026-04-06,Fuel,79543,7954,GST,79543,7954,BP Australia,0
COST002330,USE00923,JOB0028,DZ001,2026-04-06,Labour,44731,0,N-T,0,0,Grounded Fleet Payroll,0
COST002331,USE00923,JOB0028,DZ001,2026-04-06,Transport/float,92123,9212,GST,92123,9212,Grounded Float,0
COST002332,USE00923,JOB0028,DZ001,2026-04-06,E-tag,3970,397,GST,3970,397,Linkt,0
COST002333,USE00902,JOB0028,EX001,2026-04-06,Fuel,21870,2187,GST,21870,2187,Caltex,0
COST002334,USE00902,JOB0028,EX001,2026-04-06,Labour,62781,0,N-T,0,0,Grounded Fleet Payroll,0
COST002335,USE00902,JOB0028,EX001,2026-04-06,Maintenance,33429,3343,GST,33429,3343,Komatsu Service,0
COST002336,USE00902,JOB0028,EX001,2026-04-06,Transport/float,41791,4179,GST,41791,4179,VIC Tilt Tray,0
COST002337,USE00902,JOB0028,EX001,2026-04-06,E-tag,9324,932,GST,9324,932,Linkt,0
COST002338,USE00909,JOB0028,EX002,2026-04-06,Fuel,31619,3162,GST,31619,3162,Ampol,0
COST002339,USE00909,JOB0028,EX002,2026-04-06,Labour,57023,0,N-T,0,0,Grounded Fleet Payroll,0
COST002340,USE00909,JOB0028,EX002,2026-04-06,Transport/float,47410,4741,GST,47410,4741,Grounded Float,0
COST002341,USE00916,JOB0028,EX004,2026-04-06,Fuel,53927,5393,GST,53927,5393,Viva Energy,0
COST002342,USE00916,JOB0028,EX004,2026-04-06,Labour,64238,0,N-T,0,0,Grounded Fleet Payroll,0
COST002343,USE00916,JOB0028,EX004,2026-04-06,Transport/float,45832,4583,GST,45832,4583,VIC Tilt Tray,0
COST002344,USE00082,JOB0004,BC001,2026-04-07,Fuel,35546,3555,GST,35546,3555,BP Australia,0
