revenue_id,usage_id,job_id,asset_id,equipment_type,usage_date,actual_hours,billable_hours,rate_used_cents,rate_source,hire_revenue_cents,float_applied_cents,total_revenue_cents,gst_output_cents,tax_code,bas_g1_cents,bas_1a_cents
REV00387,USE00811,JOB0025,BC001,Bobcat+8T Tipper,2026-03-06,9.0,9.0,14500,Rate card,130500,0,130500,13050,GST,130500,13050
REV00388,USE00794,JOB0025,DZ001,Dozer D6,2026-03-06,9.5,9.5,23000,Rate card,218500,0,218500,21850,GST,218500,21850
REV00389,USE00812,JOB0025,BC001,Bobcat+8T Tipper,2026-03-07,9.0,9.0,14500,Rate card,130500,0,130500,13050,GST,130500,13050
REV00390,USE00795,JOB0025,DZ001,Dozer D6,2026-03-07,10.0,10.0,23000,Rate card,230000,0,230000,23000,GST,230000,23000
REV00391,USE00813,JOB0025,BC001,Bobcat+8T Tipper,2026-03-09,8.5,8.5,14500,Rate card,123250,0,123250,12325,GST,123250,12325
REV00392,USE00796,JOB0025,DZ001,Dozer D6,2026-03-09,8.5,8.5,23000,Rate card,195500,0,195500,19550,GST,195500,19550
REV00393,USE01031,JOB0032,BC001,Bobcat+8T Tipper,2026-03-09,8.5,8.5,14500,Rate card,123250,50000,173250,17325,GST,173250,17325
REV00394,USE01079,JOB0032,EX001,13T Excavator,2026-03-09,10.0,10.0,14000,Rate card,140000,50000,190000,19000,GST,190000,19000
REV00395,USE01047,JOB0032,EX003,26T Excavator,2026-03-09,11.0,11.0,15629,Override,171919,65000,236919,23692,GST,236919,23692
REV00396,USE01063,JOB0032,EX005,50T Excavator,2026-03-09,9.5,9.5,21000,Rate card,199500,90000,289500,28950,GST,289500,28950
REV00397,USE00814,JOB0025,BC001,Bobcat+8T Tipper,2026-03-10,9.5,9.5,14500,Rate card,137750,50000,187750,18775,GST,187750,18775
REV00398,USE00797,JOB0025,DZ001,Dozer D6,2026-03-10,9.0,9.0,23000,Rate card,207000,0,207000,20700,GST,207000,20700
REV00399,USE01032,JOB0032,BC001,Bobcat+8T Tipper,2026-03-10,11.0,11.0,14500,Rate card,159500,50000,209500,20950,GST,209500,20950
REV00400,USE01080,JOB0032,EX001,13T Excavator,2026-03-10,6.5,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00401,USE01048,JOB0032,EX003,26T Excavator,2026-03-10,8.5,8.5,15629,Override,132846,0,132846,13285,GST,132846,13285
REV00402,USE01064,JOB0032,EX005,50T Excavator,2026-03-10,9.0,9.0,21000,Rate card,189000,0,189000,18900,GST,189000,18900
REV00403,USE00815,JOB0025,BC001,Bobcat+8T Tipper,2026-03-11,7.0,8.0,14500,Rate card,116000,50000,166000,16600,GST,166000,16600
REV00404,USE00798,JOB0025,DZ001,Dozer D6,2026-03-11,8.0,8.0,23000,Rate card,184000,0,184000,18400,GST,184000,18400
REV00405,USE01033,JOB0032,BC001,Bobcat+8T Tipper,2026-03-11,8.5,8.5,14500,Rate card,123250,50000,173250,17325,GST,173250,17325
REV00406,USE01081,JOB0032,EX001,13T Excavator,2026-03-11,10.0,10.0,14000,Rate card,140000,0,140000,14000,GST,140000,14000
REV00407,USE01049,JOB0032,EX003,26T Excavator,2026-03-11,8.0,8.0,15629,Override,125032,0,125032,12503,GST,125032,12503
REV00408,USE01065,JOB0032,EX005,50T Excavator,2026-03-11,11.0,11.0,21000,Rate card,231000,0,231000,23100,GST,231000,23100
REV00409,USE00816,JOB0025,BC001,Bobcat+8T Tipper,2026-03-12,6.5,8.0,14500,Rate card,116000,50000,166000,16600,GST,166000,16600
REV00410,USE00799,JOB0025,DZ001,Dozer D6,2026-03-12,8.5,8.5,23000,Rate card,195500,0,195500,19550,GST,195500,19550
REV00411,USE01034,JOB0032,BC001,Bobcat+8T Tipper,2026-03-12,8.0,8.0,14500,Rate card,116000,50000,166000,16600,GST,166000,16600
REV00412,USE01082,JOB0032,EX001,13T Excavator,2026-03-12,8.5,8.5,14000,Rate card,119000,0,119000,11900,GST,119000,11900
REV00413,USE01050,JOB0032,EX003,26T Excavator,2026-03-12,8.0,8.0,15629,Override,125032,0,125032,12503,GST,125032,12503
REV00414,USE01066,JOB0032,EX005,50T Excavator,2026-03-12,8.5,8.5,21000,Rate card,178500,0,178500,17850,GST,178500,17850
REV00415,USE00817,JOB0025,BC001,Bobcat+8T Tipper,2026-03-13,8.0,8.0,14500,Rate card,116000,50000,166000,16600,GST,166000,16600
REV00416,USE00800,JOB0025,DZ001,Dozer D6,2026-03-13,7.5,8.0,23000,Rate card,184000,0,184000,18400,GST,184000,18400
REV00417,USE01035,JOB0032,BC001,Bobcat+8T Tipper,2026-03-13,10.0,10.0,14500,Rate card,145000,50000,195000,19500,GST,195000,19500
REV00418,USE01083,JOB0032,EX001,13T Excavator,2026-03-13,8.0,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00419,USE01051,JOB0032,EX003,26T Excavator,2026-03-13,10.0,10.0,15629,Override,156290,0,156290,15629,GST,156290,15629
REV00420,USE01067,JOB0032,EX005,50T Excavator,2026-03-13,9.0,9.0,21000,Rate card,189000,0,189000,18900,GST,189000,18900
REV00421,USE00818,JOB0025,BC001,Bobcat+8T Tipper,2026-03-14,10.0,10.0,14500,Rate card,145000,50000,195000,19500,GST,195000,19500
REV00422,USE00801,JOB0025,DZ001,Dozer D6,2026-03-14,6.5,8.0,23000,Rate card,184000,0,184000,18400,GST,184000,18400
REV00423,USE01036,JOB0032,BC001,Bobcat+8T Tipper,2026-03-14,7.5,8.0,14500,Rate card,116000,50000,166000,16600,GST,166000,16600
REV00424,USE01084,JOB0032,EX001,13T Excavator,2026-03-14,9.5,9.5,14000,Rate card,133000,0,133000,13300,GST,133000,13300
REV00425,USE01052,JOB0032,EX003,26T Excavator,2026-03-14,9.0,9.0,15629,Override,140661,0,140661,14066,GST,140661,14066
REV00426,USE01068,JOB0032,EX005,50T Excavator,2026-03-14,9.5,9.5,21000,Rate card,199500,0,199500,19950,GST,199500,19950
REV00427,USE00076,JOB0003,EX003,26T Excavator,2026-03-16,9.5,9.5,15398,Override,146281,65000,211281,21128,GST,211281,21128
REV00428,USE00070,JOB0003,EX004,35T Excavator,2026-03-16,8.0,8.0,17000,Rate card,136000,70000,206000,20600,GST,206000,20600
REV00429,USE00166,JOB0007,DT001,Dump Truck 30T,2026-03-16,11.0,11.0,18500,Rate card,203500,0,203500,20350,GST,203500,20350
REV00430,USE00174,JOB0007,EX001,13T Excavator,2026-03-16,10.0,10.0,14000,Rate card,140000,0,140000,14000,GST,140000,14000
REV00431,USE00182,JOB0007,EX002,20T Excavator,2026-03-16,10.0,10.0,15000,Rate card,150000,60000,210000,21000,GST,210000,21000
REV00432,USE00413,JOB0012,CP001,Compactor 815F,2026-03-16,8.5,8.5,23000,Rate card,195500,80000,275500,27550,GST,275500,27550
REV00433,USE00397,JOB0012,DZ001,Dozer D6,2026-03-16,7.0,7.0,23000,Rate card,161000,90000,251000,25100,GST,251000,25100
REV00434,USE00381,JOB0012,EX002,20T Excavator,2026-03-16,8.0,8.0,15000,Rate card,120000,60000,180000,18000,GST,180000,18000
REV00435,USE01037,JOB0032,BC001,Bobcat+8T Tipper,2026-03-16,7.0,8.0,14500,Rate card,116000,0,116000,11600,GST,116000,11600
REV00436,USE01085,JOB0032,EX001,13T Excavator,2026-03-16,9.0,9.0,14000,Rate card,126000,0,126000,12600,GST,126000,12600
REV00437,USE01053,JOB0032,EX003,26T Excavator,2026-03-16,8.5,8.5,15629,Override,132846,65000,197846,19785,GST,197846,19785
REV00438,USE01069,JOB0032,EX005,50T Excavator,2026-03-16,7.0,8.0,21000,Rate card,168000,0,168000,16800,GST,168000,16800
REV00439,USE00077,JOB0003,EX003,26T Excavator,2026-03-17,8.0,8.0,15398,Override,123184,65000,188184,18818,GST,188184,18818
REV00440,USE00071,JOB0003,EX004,35T Excavator,2026-03-17,8.5,8.5,17000,Rate card,144500,0,144500,14450,GST,144500,14450
REV00441,USE00167,JOB0007,DT001,Dump Truck 30T,2026-03-17,7.0,8.0,18500,Rate card,148000,0,148000,14800,GST,148000,14800
REV00442,USE00175,JOB0007,EX001,13T Excavator,2026-03-17,7.5,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00443,USE00183,JOB0007,EX002,20T Excavator,2026-03-17,7.5,8.0,15000,Rate card,120000,60000,180000,18000,GST,180000,18000
REV00444,USE00414,JOB0012,CP001,Compactor 815F,2026-03-17,9.5,9.5,23000,Rate card,218500,0,218500,21850,GST,218500,21850
REV00445,USE00398,JOB0012,DZ001,Dozer D6,2026-03-17,10.0,10.0,23000,Rate card,230000,0,230000,23000,GST,230000,23000
REV00446,USE00382,JOB0012,EX002,20T Excavator,2026-03-17,9.0,9.0,15000,Rate card,135000,60000,195000,19500,GST,195000,19500
REV00447,USE01038,JOB0032,BC001,Bobcat+8T Tipper,2026-03-17,9.5,9.5,14500,Rate card,137750,0,137750,13775,GST,137750,13775
REV00448,USE01086,JOB0032,EX001,13T Excavator,2026-03-17,8.0,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00449,USE01054,JOB0032,EX003,26T Excavator,2026-03-17,7.5,8.0,15629,Override,125032,65000,190032,19003,GST,190032,19003
REV00450,USE01070,JOB0032,EX005,50T Excavator,2026-03-17,6.5,6.5,21000,Rate card,136500,0,136500,13650,GST,136500,13650
REV00451,USE00078,JOB0003,EX003,26T Excavator,2026-03-18,7.5,8.0,15398,Override,123184,65000,188184,18818,GST,188184,18818
REV00452,USE00072,JOB0003,EX004,35T Excavator,2026-03-18,10.0,10.0,17000,Rate card,170000,0,170000,17000,GST,170000,17000
REV00453,USE00168,JOB0007,DT001,Dump Truck 30T,2026-03-18,6.5,8.0,18500,Rate card,148000,0,148000,14800,GST,148000,14800
REV00454,USE00176,JOB0007,EX001,13T Excavator,2026-03-18,9.5,9.5,14000,Rate card,133000,0,133000,13300,GST,133000,13300
REV00455,USE00184,JOB0007,EX002,20T Excavator,2026-03-18,10.5,10.5,15000,Rate card,157500,60000,217500,21750,GST,217500,21750
REV00456,USE00415,JOB0012,CP001,Compactor 815F,2026-03-18,9.0,9.0,23000,Rate card,207000,0,207000,20700,GST,207000,20700
REV00457,USE00399,JOB0012,DZ001,Dozer D6,2026-03-18,8.5,8.5,23000,Rate card,195500,0,195500,19550,GST,195500,19550
REV00458,USE00383,JOB0012,EX002,20T Excavator,2026-03-18,9.5,9.5,15000,Rate card,142500,60000,202500,20250,GST,202500,20250
REV00459,USE01039,JOB0032,BC001,Bobcat+8T Tipper,2026-03-18,9.0,9.0,14500,Rate card,130500,0,130500,13050,GST,130500,13050
REV00460,USE01087,JOB0032,EX001,13T Excavator,2026-03-18,9.5,9.5,14000,Rate card,133000,0,133000,13300,GST,133000,13300
REV00461,USE01055,JOB0032,EX003,26T Excavator,2026-03-18,9.0,9.0,15629,Override,140661,65000,205661,20566,GST,205661,20566
REV00462,USE01071,JOB0032,EX005,50T Excavator,2026-03-18,8.5,8.5,21000,Rate card,178500,0,178500,17850,GST,178500,17850
REV00463,USE00079,JOB0003,EX003,26T Excavator,2026-03-19,11.5,11.5,15398,Override,177077,65000,242077,24208,GST,242077,24208
REV00464,USE00073,JOB0003,EX004,35T Excavator,2026-03-19,8.0,8.0,17000,Rate card,136000,0,136000,13600,GST,136000,13600
REV00465,USE00169,JOB0007,DT001,Dump Truck 30T,2026-03-19,10.5,10.5,18500,Rate card,194250,0,194250,19425,GST,194250,19425
REV00466,USE00177,JOB0007,EX001,13T Excavator,2026-03-19,11.0,11.0,14000,Rate card,154000,0,154000,15400,GST,154000,15400
REV00467,USE00185,JOB0007,EX002,20T Excavator,2026-03-19,10.0,10.0,15000,Rate card,150000,60000,210000,21000,GST,210000,21000
REV00468,USE00416,JOB0012,CP001,Compactor 815F,2026-03-19,9.5,9.5,23000,Rate card,218500,0,218500,21850,GST,218500,21850
REV00469,USE00400,JOB0012,DZ001,Dozer D6,2026-03-19,10.5,10.5,23000,Rate card,241500,0,241500,24150,GST,241500,24150
REV00470,USE00384,JOB0012,EX002,20T Excavator,2026-03-19,10.0,10.0,15000,Rate card,150000,60000,210000,21000,GST,210000,21000
REV00471,USE01040,JOB0032,BC001,Bobcat+8T Tipper,2026-03-19,8.5,8.5,14500,Rate card,123250,0,123250,12325,GST,123250,12325
REV00472,USE01088,JOB0032,EX001,13T Excavator,2026-03-19,10.0,10.0,14000,Rate card,140000,0,140000,14000,GST,140000,14000
REV00473,USE01056,JOB0032,EX003,26T Excavator,2026-03-19,7.5,8.0,15629,Override,125032,65000,190032,19003,GST,190032,19003
REV00474,USE01072,JOB0032,EX005,50T Excavator,2026-03-19,6.0,8.0,21000,Rate card,168000,0,168000,16800,GST,168000,16800
REV00475,USE00080,JOB0003,EX003,26T Excavator,2026-03-20,8.5,8.5,15398,Override,130883,65000,195883,19588,GST,195883,19588
REV00476,USE00074,JOB0003,EX004,35T Excavator,2026-03-20,10.0,10.0,17000,Rate card,170000,0,170000,17000,GST,170000,17000
REV00477,USE00170,JOB0007,DT001,Dump Truck 30T,2026-03-20,8.0,8.0,18500,Rate card,148000,0,148000,14800,GST,148000,14800
REV00478,USE00178,JOB0007,EX001,13T Excavator,2026-03-20,8.0,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00479,USE00186,JOB0007,EX002,20T Excavator,2026-03-20,7.5,8.0,15000,Rate card,120000,60000,180000,18000,GST,180000,18000
REV00480,USE00417,JOB0012,CP001,Compactor 815F,2026-03-20,9.5,9.5,23000,Rate card,218500,0,218500,21850,GST,218500,21850
REV00481,USE00401,JOB0012,DZ001,Dozer D6,2026-03-20,10.0,10.0,23000,Rate card,230000,0,230000,23000,GST,230000,23000
REV00482,USE00385,JOB0012,EX002,20T Excavator,2026-03-20,11.0,11.0,15000,Rate card,165000,60000,225000,22500,GST,225000,22500
REV00483,USE01041,JOB0032,BC001,Bobcat+8T Tipper,2026-03-20,8.5,8.5,14500,Rate card,123250,0,123250,12325,GST,123250,12325
REV00484,USE01089,JOB0032,EX001,13T Excavator,2026-03-20,8.0,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00485,USE01057,JOB0032,EX003,26T Excavator,2026-03-20,8.5,8.5,15629,Override,132846,65000,197846,19785,GST,197846,19785
REV00486,USE01073,JOB0032,EX005,50T Excavator,2026-03-20,7.0,8.0,21000,Rate card,168000,0,168000,16800,GST,168000,16800
REV00487,USE00081,JOB0003,EX003,26T Excavator,2026-03-21,10.0,10.0,15398,Override,153980,65000,218980,21898,GST,218980,21898
REV00488,USE00075,JOB0003,EX004,35T Excavator,2026-03-21,10.0,10.0,17000,Rate card,170000,0,170000,17000,GST,170000,17000
REV00489,USE00171,JOB0007,DT001,Dump Truck 30T,2026-03-21,8.0,8.0,18500,Rate card,148000,0,148000,14800,GST,148000,14800
REV00490,USE00179,JOB0007,EX001,13T Excavator,2026-03-21,9.5,9.5,14000,Rate card,133000,0,133000,13300,GST,133000,13300
REV00491,USE00187,JOB0007,EX002,20T Excavator,2026-03-21,9.5,9.5,15000,Rate card,142500,60000,202500,20250,GST,202500,20250
REV00492,USE00418,JOB0012,CP001,Compactor 815F,2026-03-21,9.5,9.5,23000,Rate card,218500,0,218500,21850,GST,218500,21850
REV00493,USE00402,JOB0012,DZ001,Dozer D6,2026-03-21,10.0,10.0,23000,Rate card,230000,0,230000,23000,GST,230000,23000
REV00494,USE00386,JOB0012,EX002,20T Excavator,2026-03-21,10.0,10.0,15000,Rate card,150000,60000,210000,21000,GST,210000,21000
REV00495,USE00940,JOB0029,DZ001,Dozer D6,2026-03-21,10.5,10.5,21574,Override,226527,90000,316527,31653,GST,316527,31653
REV00496,USE00953,JOB0029,EX003,26T Excavator,2026-03-21,9.5,9.5,15000,Rate card,142500,65000,207500,20750,GST,207500,20750
REV00497,USE00979,JOB0029,EX004,35T Excavator,2026-03-21,8.5,8.5,17000,Rate card,144500,70000,214500,21450,GST,214500,21450
REV00498,USE00966,JOB0029,GR001,Grader 12M,2026-03-21,12.0,12.0,19000,Rate card,228000,80000,308000,30800,GST,308000,30800
REV00499,USE00927,JOB0029,LD002,Loader 4m,2026-03-21,11.0,11.0,18000,Rate card,198000,70000,268000,26800,GST,268000,26800
REV00500,USE01042,JOB0032,BC001,Bobcat+8T Tipper,2026-03-21,8.0,8.0,14500,Rate card,116000,0,116000,11600,GST,116000,11600
REV00501,USE01090,JOB0032,EX001,13T Excavator,2026-03-21,10.5,10.5,14000,Rate card,147000,0,147000,14700,GST,147000,14700
REV00502,USE01058,JOB0032,EX003,26T Excavator,2026-03-21,10.0,10.0,15629,Override,156290,65000,221290,22129,GST,221290,22129
REV00503,USE01074,JOB0032,EX005,50T Excavator,2026-03-21,9.0,9.0,21000,Rate card,189000,0,189000,18900,GST,189000,18900
REV00504,USE00172,JOB0007,DT001,Dump Truck 30T,2026-03-23,9.0,9.0,18500,Rate card,166500,0,166500,16650,GST,166500,16650
REV00505,USE00180,JOB0007,EX001,13T Excavator,2026-03-23,8.0,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00506,USE00188,JOB0007,EX002,20T Excavator,2026-03-23,9.0,9.0,15000,Rate card,135000,60000,195000,19500,GST,195000,19500
REV00507,USE00419,JOB0012,CP001,Compactor 815F,2026-03-23,9.5,9.5,23000,Rate card,218500,0,218500,21850,GST,218500,21850
REV00508,USE00403,JOB0012,DZ001,Dozer D6,2026-03-23,12.0,12.0,23000,Rate card,276000,90000,366000,36600,GST,366000,36600
REV00509,USE00387,JOB0012,EX002,20T Excavator,2026-03-23,9.5,9.5,15000,Rate card,142500,60000,202500,20250,GST,202500,20250
REV00510,USE00843,JOB0027,CP001,Compactor 815F,2026-03-23,9.5,9.5,23000,Rate card,218500,80000,298500,29850,GST,298500,29850
REV00511,USE00857,JOB0027,DZ001,Dozer D6,2026-03-23,10.0,10.0,23000,Rate card,230000,90000,320000,32000,GST,320000,32000
REV00512,USE00885,JOB0027,EX004,35T Excavator,2026-03-23,8.0,8.0,17000,Rate card,136000,70000,206000,20600,GST,206000,20600
REV00513,USE00871,JOB0027,EX005,50T Excavator,2026-03-23,8.0,8.0,22977,Override,183816,90000,273816,27382,GST,273816,27382
REV00514,USE00941,JOB0029,DZ001,Dozer D6,2026-03-23,6.0,8.0,21574,Override,172592,90000,262592,26259,GST,262592,26259
REV00515,USE00954,JOB0029,EX003,26T Excavator,2026-03-23,7.5,7.5,15000,Rate card,112500,65000,177500,17750,GST,177500,17750
REV00516,USE00980,JOB0029,EX004,35T Excavator,2026-03-23,9.5,9.5,17000,Rate card,161500,70000,231500,23150,GST,231500,23150
REV00517,USE00967,JOB0029,GR001,Grader 12M,2026-03-23,9.0,9.0,19000,Rate card,171000,0,171000,17100,GST,171000,17100
REV00518,USE00928,JOB0029,LD002,Loader 4m,2026-03-23,8.0,8.0,18000,Rate card,144000,0,144000,14400,GST,144000,14400
REV00519,USE01043,JOB0032,BC001,Bobcat+8T Tipper,2026-03-23,10.5,10.5,14500,Rate card,152250,0,152250,15225,GST,152250,15225
REV00520,USE01091,JOB0032,EX001,13T Excavator,2026-03-23,8.5,8.5,14000,Rate card,119000,0,119000,11900,GST,119000,11900
REV00521,USE01059,JOB0032,EX003,26T Excavator,2026-03-23,9.5,9.5,15629,Override,148476,65000,213476,21348,GST,213476,21348
REV00522,USE01075,JOB0032,EX005,50T Excavator,2026-03-23,8.0,8.0,21000,Rate card,168000,90000,258000,25800,GST,258000,25800
REV00523,USE00173,JOB0007,DT001,Dump Truck 30T,2026-03-24,8.0,8.0,18500,Rate card,148000,0,148000,14800,GST,148000,14800
REV00524,USE00181,JOB0007,EX001,13T Excavator,2026-03-24,7.5,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00525,USE00189,JOB0007,EX002,20T Excavator,2026-03-24,8.0,8.0,15000,Rate card,120000,60000,180000,18000,GST,180000,18000
REV00526,USE00420,JOB0012,CP001,Compactor 815F,2026-03-24,9.5,9.5,23000,Rate card,218500,80000,298500,29850,GST,298500,29850
REV00527,USE00404,JOB0012,DZ001,Dozer D6,2026-03-24,8.0,8.0,23000,Rate card,184000,90000,274000,27400,GST,274000,27400
REV00528,USE00388,JOB0012,EX002,20T Excavator,2026-03-24,8.5,8.5,15000,Rate card,127500,60000,187500,18750,GST,187500,18750
REV00529,USE00844,JOB0027,CP001,Compactor 815F,2026-03-24,9.0,9.0,23000,Rate card,207000,80000,287000,28700,GST,287000,28700
REV00530,USE00858,JOB0027,DZ001,Dozer D6,2026-03-24,7.0,8.0,23000,Rate card,184000,90000,274000,27400,GST,274000,27400
REV00531,USE00886,JOB0027,EX004,35T Excavator,2026-03-24,10.0,10.0,17000,Rate card,170000,70000,240000,24000,GST,240000,24000
REV00532,USE00872,JOB0027,EX005,50T Excavator,2026-03-24,9.5,9.5,22977,Override,218282,90000,308282,30828,GST,308282,30828
REV00533,USE00942,JOB0029,DZ001,Dozer D6,2026-03-24,8.0,8.0,21574,Override,172592,90000,262592,26259,GST,262592,26259
REV00534,USE00955,JOB0029,EX003,26T Excavator,2026-03-24,8.0,8.0,15000,Rate card,120000,65000,185000,18500,GST,185000,18500
REV00535,USE00981,JOB0029,EX004,35T Excavator,2026-03-24,8.5,8.5,17000,Rate card,144500,70000,214500,21450,GST,214500,21450
REV00536,USE00968,JOB0029,GR001,Grader 12M,2026-03-24,12.0,12.0,19000,Rate card,228000,0,228000,22800,GST,228000,22800
REV00537,USE00929,JOB0029,LD002,Loader 4m,2026-03-24,10.5,10.5,18000,Rate card,189000,0,189000,18900,GST,189000,18900
REV00538,USE01044,JOB0032,BC001,Bobcat+8T Tipper,2026-03-24,6.0,6.0,14500,Rate card,87000,0,87000,8700,GST,87000,8700
REV00539,USE01092,JOB0032,EX001,13T Excavator,2026-03-24,9.0,9.0,14000,Rate card,126000,0,126000,12600,GST,126000,12600
REV00540,USE01060,JOB0032,EX003,26T Excavator,2026-03-24,7.5,8.0,15629,Override,125032,65000,190032,19003,GST,190032,19003
REV00541,USE01076,JOB0032,EX005,50T Excavator,2026-03-24,9.0,9.0,21000,Rate card,189000,90000,279000,27900,GST,279000,27900
REV00542,USE00421,JOB0012,CP001,Compactor 815F,2026-03-25,9.0,9.0,23000,Rate card,207000,80000,287000,28700,GST,287000,28700
REV00543,USE00405,JOB0012,DZ001,Dozer D6,2026-03-25,9.0,9.0,23000,Rate card,207000,90000,297000,29700,GST,297000,29700
REV00544,USE00389,JOB0012,EX002,20T Excavator,2026-03-25,9.5,9.5,15000,Rate card,142500,0,142500,14250,GST,142500,14250
REV00545,USE00845,JOB0027,CP001,Compactor 815F,2026-03-25,10.5,10.5,23000,Rate card,241500,80000,321500,32150,GST,321500,32150
REV00546,USE00859,JOB0027,DZ001,Dozer D6,2026-03-25,9.0,9.0,23000,Rate card,207000,90000,297000,29700,GST,297000,29700
REV00547,USE00887,JOB0027,EX004,35T Excavator,2026-03-25,8.0,8.0,17000,Rate card,136000,70000,206000,20600,GST,206000,20600
REV00548,USE00873,JOB0027,EX005,50T Excavator,2026-03-25,11.0,11.0,22977,Override,252747,90000,342747,34275,GST,342747,34275
REV00549,USE00943,JOB0029,DZ001,Dozer D6,2026-03-25,9.5,9.5,21574,Override,204953,90000,294953,29495,GST,294953,29495
REV00550,USE00956,JOB0029,EX003,26T Excavator,2026-03-25,10.5,10.5,15000,Rate card,157500,65000,222500,22250,GST,222500,22250
REV00551,USE00982,JOB0029,EX004,35T Excavator,2026-03-25,10.5,10.5,17000,Rate card,178500,70000,248500,24850,GST,248500,24850
REV00552,USE00969,JOB0029,GR001,Grader 12M,2026-03-25,9.0,9.0,19000,Rate card,171000,0,171000,17100,GST,171000,17100
REV00553,USE00930,JOB0029,LD002,Loader 4m,2026-03-25,9.0,9.0,18000,Rate card,162000,0,162000,16200,GST,162000,16200
REV00554,USE01045,JOB0032,BC001,Bobcat+8T Tipper,2026-03-25,9.0,9.0,14500,Rate card,130500,0,130500,13050,GST,130500,13050
REV00555,USE01093,JOB0032,EX001,13T Excavator,2026-03-25,6.0,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00556,USE01061,JOB0032,EX003,26T Excavator,2026-03-25,10.5,10.5,15629,Override,164104,65000,229104,22910,GST,229104,22910
REV00557,USE01077,JOB0032,EX005,50T Excavator,2026-03-25,9.0,9.0,21000,Rate card,189000,90000,279000,27900,GST,279000,27900
REV00558,USE00422,JOB0012,CP001,Compactor 815F,2026-03-26,8.5,8.5,23000,Rate card,195500,80000,275500,27550,GST,275500,27550
REV00559,USE00406,JOB0012,DZ001,Dozer D6,2026-03-26,9.0,9.0,23000,Rate card,207000,90000,297000,29700,GST,297000,29700
REV00560,USE00390,JOB0012,EX002,20T Excavator,2026-03-26,10.0,10.0,15000,Rate card,150000,0,150000,15000,GST,150000,15000
REV00561,USE00491,JOB0015,BC001,Bobcat+8T Tipper,2026-03-26,9.5,9.5,15728,Override,149416,50000,199416,19942,GST,199416,19942
REV00562,USE00483,JOB0015,EX002,20T Excavator,2026-03-26,8.0,8.0,15000,Rate card,120000,60000,180000,18000,GST,180000,18000
REV00563,USE00475,JOB0015,EX004,35T Excavator,2026-03-26,9.5,9.5,17000,Rate card,161500,70000,231500,23150,GST,231500,23150
REV00564,USE00846,JOB0027,CP001,Compactor 815F,2026-03-26,9.5,9.5,23000,Rate card,218500,80000,298500,29850,GST,298500,29850
REV00565,USE00860,JOB0027,DZ001,Dozer D6,2026-03-26,11.0,11.0,23000,Rate card,253000,90000,343000,34300,GST,343000,34300
REV00566,USE00888,JOB0027,EX004,35T Excavator,2026-03-26,10.5,10.5,17000,Rate card,178500,70000,248500,24850,GST,248500,24850
REV00567,USE00874,JOB0027,EX005,50T Excavator,2026-03-26,9.5,9.5,22977,Override,218282,90000,308282,30828,GST,308282,30828
REV00568,USE00944,JOB0029,DZ001,Dozer D6,2026-03-26,7.5,8.0,21574,Override,172592,90000,262592,26259,GST,262592,26259
REV00569,USE00957,JOB0029,EX003,26T Excavator,2026-03-26,7.0,8.0,15000,Rate card,120000,65000,185000,18500,GST,185000,18500
REV00570,USE00983,JOB0029,EX004,35T Excavator,2026-03-26,7.5,8.0,17000,Rate card,136000,70000,206000,20600,GST,206000,20600
REV00571,USE00970,JOB0029,GR001,Grader 12M,2026-03-26,8.5,8.5,19000,Rate card,161500,0,161500,16150,GST,161500,16150
REV00572,USE00931,JOB0029,LD002,Loader 4m,2026-03-26,8.0,8.0,18000,Rate card,144000,0,144000,14400,GST,144000,14400
REV00573,USE01046,JOB0032,BC001,Bobcat+8T Tipper,2026-03-26,9.5,9.5,14500,Rate card,137750,50000,187750,18775,GST,187750,18775
REV00574,USE01094,JOB0032,EX001,13T Excavator,2026-03-26,8.5,8.5,14000,Rate card,119000,0,119000,11900,GST,119000,11900
REV00575,USE01062,JOB0032,EX003,26T Excavator,2026-03-26,7.0,8.0,15629,Override,125032,65000,190032,19003,GST,190032,19003
REV00576,USE01078,JOB0032,EX005,50T Excavator,2026-03-26,8.0,8.0,21000,Rate card,168000,90000,258000,25800,GST,258000,25800
REV00577,USE00423,JOB0012,CP001,Compactor 815F,2026-03-27,10.0,10.0,23000,Rate card,230000,80000,310000,31000,GST,310000,31000
REV00578,USE00407,JOB0012,DZ001,Dozer D6,2026-03-27,9.5,9.5,23000,Rate card,218500,90000,308500,30850,GST,308500,30850
REV00579,USE00391,JOB0012,EX002,20T Excavator,2026-03-27,10.5,10.5,15000,Rate card,157500,60000,217500,21750,GST,217500,21750
REV00580,USE00492,JOB0015,BC001,Bobcat+8T Tipper,2026-03-27,10.5,10.5,15728,Override,165144,50000,215144,21514,GST,215144,21514
